,filename,cell_type,x1,x2,y1,y2,content,img_width,img_height,bb_width,bb_height,conf
2678,photo-24.jpg,-1.0,1614.0,1670.0,1439.0,1468.0,€,3264.0,2448.0,56.0,29.0,100
8217,photo-98.jpg,-1.0,2426.0,2452.0,1439.0,1491.0,8.41,3264.0,2448.0,26.0,52.0,100
7883,photo-94.jpg,-1.0,1042.0,1067.0,1438.0,1585.0,[DISHWASHER,3264.0,2448.0,25.0,147.0,100
5910,photo-66.jpg,-1.0,1457.0,1490.0,1438.0,1639.0,Perfect Bite 50's,3264.0,2448.0,33.0,201.0,100
3215,photo-30.jpg,-1.0,1509.0,1542.0,1438.0,1523.0,White,3264.0,2448.0,33.0,85.0,100
2117,photo-17.jpg,-1.0,1630.0,1801.0,1438.0,1468.0,E,3264.0,2448.0,171.0,30.0,100
5061,photo-56.jpg,-1.0,1651.0,1670.0,1438.0,1456.0,R,3264.0,2448.0,19.0,18.0,100
2570,photo-23.jpg,-1.0,1895.0,2033.0,1438.0,1459.0,E,3264.0,2448.0,138.0,21.0,100
435,photo-101.jpg,-1.0,1020.0,1046.0,1437.0,1543.0,[PREMIER,3264.0,2448.0,26.0,106.0,100
279,photo-100.jpg,-1.0,1045.0,1072.0,1437.0,1508.0,"(24"")",3264.0,2448.0,27.0,71.0,100
4344,photo-46.jpg,-1.0,1519.0,1550.0,1437.0,1615.0,SERVIETTE,3264.0,2448.0,31.0,178.0,100
4337,photo-46.jpg,-1.0,1560.0,1590.0,1437.0,1539.0,ZOOSH,3264.0,2448.0,30.0,102.0,100
3581,photo-38.jpg,-1.0,1679.0,1710.0,1437.0,1543.0,PASTE,3264.0,2448.0,31.0,106.0,100
4096,photo-43.jpg,-1.0,1456.0,1486.0,1436.0,1537.0,JUICE,3264.0,2448.0,30.0,101.0,100
4090,photo-43.jpg,-1.0,1496.0,1525.0,1436.0,1500.0,JCE,3264.0,2448.0,29.0,64.0,100
6242,photo-70.jpg,-1.0,1555.0,1590.0,1436.0,1571.0,Caterers,3264.0,2448.0,35.0,135.0,100
5134,photo-56.jpg,-1.0,1309.0,1344.0,1435.0,1498.0,MIX,3264.0,2448.0,35.0,63.0,100
2672,photo-24.jpg,-1.0,1681.0,1821.0,1435.0,1466.0,E,3264.0,2448.0,140.0,31.0,100
2978,photo-27.jpg,-1.0,1495.0,1528.0,1434.0,1503.0,Red,3264.0,2448.0,33.0,69.0,100
2569,photo-23.jpg,-1.0,2034.0,2241.0,1434.0,1457.0,E,3264.0,2448.0,207.0,23.0,100
1728,photo-112.jpg,-1.0,1468.0,1491.0,1433.0,1446.0,6,3264.0,2448.0,23.0,13.0,100
6216,photo-70.jpg,-1.0,1703.0,1739.0,1433.0,1562.0,GARLIC,3264.0,2448.0,36.0,129.0,100
2214,photo-19.jpg,-1.0,2332.0,2725.0,1433.0,1460.0,E,3264.0,2448.0,393.0,27.0,100
4906,photo-53.jpg,-1.0,1314.0,1349.0,1432.0,1580.0,COOKIES,3264.0,2448.0,35.0,148.0,100
5022,photo-56.jpg,-1.0,1792.0,1803.0,1431.0,1442.0,:,3264.0,2448.0,11.0,11.0,100
1956,photo-16.jpg,-1.0,1810.0,2171.0,1431.0,1452.0,E,3264.0,2448.0,361.0,21.0,100
273,photo-100.jpg,-1.0,1087.0,1113.0,1430.0,1512.0,11 SMM,3264.0,2448.0,26.0,82.0,100
5240,photo-58.jpg,-1.0,1490.0,1521.0,1430.0,1697.0,'White Medium - 250's,3264.0,2448.0,31.0,267.0,100
2887,photo-26.jpg,-1.0,1873.0,2270.0,1430.0,1456.0,E,3264.0,2448.0,397.0,26.0,100
2606,photo-23.jpg,-1.0,835.0,852.0,1429.0,1442.0,it,3264.0,2448.0,17.0,13.0,100
3335,photo-32.jpg,-1.0,1184.0,1190.0,1429.0,1461.0,L_.,3264.0,2448.0,6.0,32.0,100
4256,photo-45.jpg,-1.0,1415.0,1445.0,1429.0,1552.0,MCCAIN,3264.0,2448.0,30.0,123.0,100
5775,photo-64.jpg,-1.0,1508.0,1538.0,1429.0,1494.0,100's,3264.0,2448.0,30.0,65.0,100
5324,photo-59.jpg,-1.0,1470.0,1503.0,1428.0,1610.0,70-1 50ml 50's,3264.0,2448.0,33.0,182.0,100
5674,photo-63.jpg,-1.0,1551.0,1603.0,1428.0,1692.0,PerfectBileSO’sv/,3264.0,2448.0,52.0,264.0,100
2223,photo-19.jpg,-1.0,2206.0,2317.0,1428.0,1459.0,E,3264.0,2448.0,111.0,31.0,100
2040,photo-17.jpg,-1.0,2425.0,2462.0,1428.0,1460.0,F.,3264.0,2448.0,37.0,32.0,100
5458,photo-60.jpg,-1.0,1430.0,1462.0,1427.0,1632.0,[Perfect Bite 50's,3264.0,2448.0,32.0,205.0,100
8617,photo-99.jpg,-1.0,2117.0,2145.0,1427.0,1582.0,-28.9+25.7,3264.0,2448.0,28.0,155.0,100
3729,photo-39.jpg,-1.0,1363.0,1393.0,1426.0,1475.0,KR,3264.0,2448.0,30.0,49.0,100
5248,photo-58.jpg,-1.0,1383.0,1419.0,1426.0,1598.0,Powder Large,3264.0,2448.0,36.0,172.0,100
5328,photo-59.jpg,-1.0,1413.0,1446.0,1426.0,1631.0,Perfect Bite 50's,3264.0,2448.0,33.0,205.0,100
3721,photo-39.jpg,-1.0,1446.0,1478.0,1426.0,1570.0,CADBURY,3264.0,2448.0,32.0,144.0,100
3908,photo-41.jpg,-1.0,1543.0,1573.0,1426.0,1509.0,FREE,3264.0,2448.0,30.0,83.0,100
3088,photo-29.jpg,-1.0,1713.0,1749.0,1426.0,1535.0,Old Mix,3264.0,2448.0,36.0,109.0,100
2564,photo-23.jpg,-1.0,2398.0,2763.0,1426.0,1452.0,E,3264.0,2448.0,365.0,26.0,100
2039,photo-17.jpg,-1.0,2474.0,2569.0,1426.0,1456.0,E,3264.0,2448.0,95.0,30.0,100
2630,photo-23.jpg,-1.0,248.0,289.0,1425.0,1458.0,a,3264.0,2448.0,41.0,33.0,100
4934,photo-53.jpg,-1.0,1223.0,1262.0,1425.0,1771.0,MEDLEY VEGETABLES,3264.0,2448.0,39.0,346.0,100
3327,photo-32.jpg,-1.0,1322.0,1359.0,1425.0,1704.0,Tomatoes - Medium,3264.0,2448.0,37.0,279.0,100
5613,photo-62.jpg,-1.0,1550.0,1582.0,1425.0,1629.0,Perfect Bite 50's,3264.0,2448.0,32.0,204.0,100
5605,photo-62.jpg,-1.0,1664.0,1696.0,1425.0,1540.0,Lid Each,3264.0,2448.0,32.0,115.0,100
2873,photo-26.jpg,-1.0,2356.0,2773.0,1425.0,1452.0,E,3264.0,2448.0,417.0,27.0,100
3007,photo-27.jpg,-1.0,1228.0,1236.0,1424.0,1510.0,Eamonn,3264.0,2448.0,8.0,86.0,100
6275,photo-70.jpg,-1.0,1403.0,1439.0,1424.0,1549.0,"100x12""",3264.0,2448.0,36.0,125.0,100
4902,photo-53.jpg,-1.0,1404.0,1438.0,1424.0,1512.0,ROLL,3264.0,2448.0,34.0,88.0,100
5619,photo-62.jpg,-1.0,1438.0,1469.0,1424.0,1491.0,100's,3264.0,2448.0,31.0,67.0,100
3287,photo-31.jpg,-1.0,1589.0,1633.0,1424.0,1696.0,Honeydem - Carton,3264.0,2448.0,44.0,272.0,100
2415,photo-20.jpg,-1.0,1874.0,1928.0,1424.0,1432.0,|,3264.0,2448.0,54.0,8.0,100
2034,photo-17.jpg,-1.0,2581.0,2696.0,1424.0,1454.0,E,3264.0,2448.0,115.0,30.0,100
2249,photo-19.jpg,-1.0,175.0,270.0,1423.0,1458.0,E,3264.0,2448.0,95.0,35.0,100
2629,photo-23.jpg,-1.0,302.0,339.0,1423.0,1455.0,m,3264.0,2448.0,37.0,32.0,100
2414,photo-20.jpg,-1.0,1950.0,1975.0,1423.0,1432.0,R,3264.0,2448.0,25.0,9.0,100
6075,photo-68.jpg,-1.0,1304.0,1343.0,1422.0,1718.0,Powder VINYL XLge,3264.0,2448.0,39.0,296.0,100
3831,photo-40.jpg,-1.0,1512.0,1545.0,1422.0,1488.0,L/S,3264.0,2448.0,33.0,66.0,100
2413,photo-20.jpg,-1.0,1986.0,2079.0,1422.0,1432.0,(,3264.0,2448.0,93.0,10.0,100
2028,photo-17.jpg,-1.0,2745.0,2840.0,1422.0,1455.0,E,3264.0,2448.0,95.0,33.0,100
6074,photo-68.jpg,-1.0,1362.0,1402.0,1421.0,1783.0,Low Powder VINYL Large,3264.0,2448.0,40.0,362.0,100
3218,photo-30.jpg,-1.0,1464.0,1501.0,1421.0,1672.0,Onions - Red Bag,3264.0,2448.0,37.0,251.0,100
3822,photo-40.jpg,-1.0,1555.0,1586.0,1421.0,1566.0,CORDIAL,3264.0,2448.0,31.0,145.0,100
2568,photo-23.jpg,-1.0,2255.0,2385.0,1421.0,1451.0,E,3264.0,2448.0,130.0,30.0,100
2874,photo-26.jpg,-1.0,2281.0,2343.0,1420.0,1450.0,€,3264.0,2448.0,62.0,30.0,100
1929,photo-16.jpg,-1.0,2306.0,2685.0,1420.0,1450.0,E,3264.0,2448.0,379.0,30.0,100
2177,photo-17.jpg,-1.0,253.0,340.0,1419.0,1453.0,E.,3264.0,2448.0,87.0,34.0,100
3040,photo-28.jpg,-1.0,1203.0,1211.0,1419.0,1468.0,Haly,3264.0,2448.0,8.0,49.0,100
1950,photo-16.jpg,-1.0,2183.0,2292.0,1419.0,1448.0,E,3264.0,2448.0,109.0,29.0,100
8599,photo-99.jpg,-1.0,2204.0,2231.0,1419.0,1481.0,CLT:,3264.0,2448.0,27.0,62.0,100
3025,photo-28.jpg,-1.0,1339.0,1372.0,1418.0,1504.0,White,3264.0,2448.0,33.0,86.0,100
4365,photo-46.jpg,-1.0,1355.0,1386.0,1418.0,1559.0,PERFECT,3264.0,2448.0,31.0,141.0,100
3363,photo-33.jpg,-1.0,1422.0,1455.0,1418.0,1502.0,White,3264.0,2448.0,33.0,84.0,100
3577,photo-38.jpg,-1.0,1720.0,1753.0,1418.0,1543.0,SAKIMS,3264.0,2448.0,33.0,125.0,100
4813,photo-53.jpg,-1.0,1770.0,1805.0,1418.0,1544.0,FLAKES,3264.0,2448.0,35.0,126.0,100
4609,photo-49.jpg,-1.0,1310.0,1347.0,1416.0,1518.0,BARS,3264.0,2448.0,37.0,102.0,100
2244,photo-19.jpg,-1.0,691.0,784.0,1415.0,1449.0,E,3264.0,2448.0,93.0,34.0,100
484,photo-102.jpg,-1.0,1113.0,1138.0,1415.0,1466.0,(4MM,3264.0,2448.0,25.0,51.0,100
476,photo-102.jpg,-1.0,1151.0,1178.0,1415.0,1535.0,-40-200€,3264.0,2448.0,27.0,120.0,100
3722,photo-39.jpg,-1.0,1403.0,1437.0,1415.0,1548.0,5-6K (3),3264.0,2448.0,34.0,133.0,100
5885,photo-65.jpg,-1.0,1499.0,1531.0,1415.0,1483.0,100's,3264.0,2448.0,32.0,68.0,100
5880,photo-65.jpg,-1.0,1557.0,1590.0,1415.0,1529.0,Bite 50's,3264.0,2448.0,33.0,114.0,100
5769,photo-64.jpg,-1.0,1615.0,1647.0,1415.0,1590.0,70-150ml 50's,3264.0,2448.0,32.0,175.0,100
2987,photo-27.jpg,-1.0,1275.0,1310.0,1414.0,1494.0,Each,3264.0,2448.0,35.0,80.0,100
2482,photo-22.jpg,-1.0,2432.0,2892.0,1414.0,1426.0,L,3264.0,2448.0,460.0,12.0,100
2160,photo-17.jpg,-1.0,750.0,820.0,1413.0,1445.0,E,3264.0,2448.0,70.0,32.0,100
2608,photo-23.jpg,-1.0,765.0,801.0,1413.0,1445.0,hA,3264.0,2448.0,36.0,32.0,100
8565,photo-99.jpg,-1.0,1282.0,1308.0,1413.0,1477.0,22X1,3264.0,2448.0,26.0,64.0,100
5918,photo-66.jpg,-1.0,1404.0,1441.0,1413.0,1487.0,50pg.,3264.0,2448.0,37.0,74.0,100
2607,photo-23.jpg,-1.0,802.0,853.0,1412.0,1444.0,©,3264.0,2448.0,51.0,32.0,100
248,photo-100.jpg,-1.0,1132.0,1146.0,1412.0,1423.0,i,3264.0,2448.0,14.0,11.0,100
74,photo-0.jpg,-1.0,1285.0,1324.0,1412.0,2120.0,| pompe --- --- aa ___ ~- -,3264.0,2448.0,39.0,708.0,100
4268,photo-45.jpg,-1.0,1335.0,1365.0,1412.0,1532.0,BAKELS,3264.0,2448.0,30.0,120.0,100
8412,photo-98.jpg,-1.0,1346.0,1371.0,1412.0,1476.0,ELID,3264.0,2448.0,25.0,64.0,100
8404,photo-98.jpg,-1.0,1387.0,1411.0,1412.0,1462.0,LID,3264.0,2448.0,24.0,50.0,100
2240,photo-19.jpg,-1.0,1017.0,1040.0,1411.0,1444.0,tad,3264.0,2448.0,23.0,33.0,100
243,photo-100.jpg,-1.0,1160.0,1205.0,1411.0,1527.0,"110x110,",3264.0,2448.0,45.0,116.0,100
4595,photo-49.jpg,-1.0,1360.0,1396.0,1411.0,1513.0,BARS,3264.0,2448.0,36.0,102.0,100
8396,photo-98.jpg,-1.0,1427.0,1453.0,1411.0,1609.0,CMM,3264.0,2448.0,26.0,198.0,100
8609,photo-99.jpg,-1.0,2162.0,2189.0,1411.0,1480.0,CLIP,3264.0,2448.0,27.0,69.0,100
2637,photo-24.jpg,-1.0,2466.0,2597.0,1411.0,1444.0,E,3264.0,2448.0,131.0,33.0,100
8210,photo-98.jpg,-1.0,2469.0,2495.0,1411.0,1445.0,12,3264.0,2448.0,26.0,34.0,100
3230,photo-30.jpg,-1.0,1240.0,1275.0,1410.0,1674.0,Passionfruit - Each,3264.0,2448.0,35.0,264.0,100
5105,photo-56.jpg,-1.0,1448.0,1484.0,1410.0,1590.0,REPLACER,3264.0,2448.0,36.0,180.0,100
4218,photo-45.jpg,-1.0,1657.0,1686.0,1410.0,1511.0,PRIMA,3264.0,2448.0,29.0,101.0,100
2603,photo-23.jpg,-1.0,916.0,966.0,1409.0,1442.0,A,3264.0,2448.0,50.0,33.0,100
2151,photo-17.jpg,-1.0,1060.0,1080.0,1409.0,1441.0,(m,3264.0,2448.0,20.0,32.0,100
3129,photo-29.jpg,-1.0,1226.0,1231.0,1409.0,1434.0,11,3264.0,2448.0,5.0,25.0,100
209,photo-100.jpg,-1.0,1324.0,1334.0,1409.0,1419.0,P,3264.0,2448.0,10.0,10.0,100
2602,photo-23.jpg,-1.0,967.0,1003.0,1408.0,1441.0,m,3264.0,2448.0,36.0,33.0,100
5791,photo-64.jpg,-1.0,1235.0,1265.0,1408.0,1473.0,100's,3264.0,2448.0,30.0,65.0,100
4516,photo-49.jpg,-1.0,1783.0,1825.0,1408.0,1422.0,F,3264.0,2448.0,42.0,14.0,100
2653,photo-24.jpg,-1.0,2291.0,2457.0,1408.0,1448.0,E,3264.0,2448.0,166.0,40.0,100
2598,photo-23.jpg,-1.0,1084.0,1104.0,1407.0,1438.0,tas),3264.0,2448.0,20.0,31.0,100
4818,photo-53.jpg,-1.0,1723.0,1760.0,1407.0,1600.0,CHC/SHORT,3264.0,2448.0,37.0,193.0,100
3297,photo-31.jpg,-1.0,1221.0,1264.0,1406.0,1706.0,Bananas - Cavendish,3264.0,2448.0,43.0,300.0,100
2236,photo-19.jpg,-1.0,1254.0,1312.0,1406.0,1436.0,6,3264.0,2448.0,58.0,30.0,100
2020,photo-17.jpg,-1.0,1286.0,1341.0,1406.0,1435.0,&,3264.0,2448.0,55.0,29.0,100
2636,photo-24.jpg,-1.0,2608.0,2725.0,1406.0,1438.0,E,3264.0,2448.0,117.0,32.0,100
2233,photo-19.jpg,-1.0,1389.0,1415.0,1405.0,1435.0,bis,3264.0,2448.0,26.0,30.0,100
3631,photo-38.jpg,-1.0,1343.0,1374.0,1404.0,1510.0,KNORR,3264.0,2448.0,31.0,106.0,100
8766,photo-99.jpg,-1.0,1364.0,1391.0,1404.0,1489.0,(3802),3264.0,2448.0,27.0,85.0,100
2982,photo-27.jpg,-1.0,1399.0,1434.0,1404.0,1694.0,Mushrooms - Small,3264.0,2448.0,35.0,290.0,100
2022,photo-17.jpg,-1.0,1417.0,1488.0,1404.0,1437.0,E,3264.0,2448.0,71.0,33.0,100
2232,photo-19.jpg,-1.0,1425.0,1465.0,1404.0,1437.0,£3,3264.0,2448.0,40.0,33.0,100
2011,photo-16.jpg,-1.0,223.0,313.0,1403.0,1437.0,E,3264.0,2448.0,90.0,34.0,100
4494,photo-48.jpg,-1.0,1080.0,1121.0,1403.0,1692.0,FILLET OF THIGH,3264.0,2448.0,41.0,289.0,100
6438,photo-71.jpg,-1.0,1080.0,1122.0,1403.0,1645.0,"""BULK1O0kgSUB",3264.0,2448.0,42.0,242.0,100
3325,photo-32.jpg,-1.0,1366.0,1407.0,1403.0,1705.0,Mesculin tko Cid Mix,3264.0,2448.0,41.0,302.0,100
6318,photo-70.jpg,-1.0,1206.0,1246.0,1402.0,1554.0,#38110kg,3264.0,2448.0,40.0,152.0,100
2579,photo-23.jpg,-1.0,1451.0,1475.0,1402.0,1428.0,(t-,3264.0,2448.0,24.0,26.0,100
3095,photo-29.jpg,-1.0,1491.0,1525.0,1402.0,1533.0,Seediess,3264.0,2448.0,34.0,131.0,100
2632,photo-24.jpg,-1.0,2775.0,2871.0,1402.0,1437.0,E,3264.0,2448.0,96.0,35.0,100
2958,photo-26.jpg,-1.0,211.0,230.0,1401.0,1407.0,I,3264.0,2448.0,19.0,6.0,100
2604,photo-23.jpg,-1.0,581.0,682.0,1401.0,1465.0,g,3264.0,2448.0,101.0,64.0,100
1999,photo-16.jpg,-1.0,719.0,792.0,1401.0,1434.0,E,3264.0,2448.0,73.0,33.0,100
3456,photo-34.jpg,-1.0,1242.0,1280.0,1401.0,1691.0,Bananas - Cavendish,3264.0,2448.0,38.0,290.0,100
2589,photo-23.jpg,-1.0,1317.0,1372.0,1401.0,1429.0,E,3264.0,2448.0,55.0,28.0,100
5467,photo-60.jpg,-1.0,1317.0,1355.0,1401.0,1476.0,50pg.,3264.0,2448.0,38.0,75.0,100
5332,photo-59.jpg,-1.0,1356.0,1394.0,1401.0,1477.0,50pg.,3264.0,2448.0,38.0,76.0,100
1729,photo-112.jpg,-1.0,1424.0,1486.0,1401.0,1434.0,C,3264.0,2448.0,62.0,33.0,100
2118,photo-17.jpg,-1.0,1596.0,1654.0,1401.0,1430.0,E,3264.0,2448.0,58.0,29.0,100
2956,photo-26.jpg,-1.0,251.0,258.0,1400.0,1417.0,1,3264.0,2448.0,7.0,17.0,100
1998,photo-16.jpg,-1.0,916.0,939.0,1400.0,1432.0,m,3264.0,2448.0,23.0,32.0,100
5141,photo-56.jpg,-1.0,1002.0,1022.0,1400.0,2190.0,"MC ue ""oon re meme eee (w. c evere r L +4",3264.0,2448.0,20.0,790.0,100
1324,photo-110.jpg,-1.0,1264.0,1490.0,1400.0,1539.0,N,3264.0,2448.0,226.0,139.0,100
2576,photo-23.jpg,-1.0,1470.0,1490.0,1400.0,1427.0,lee,3264.0,2448.0,20.0,27.0,100
2575,photo-23.jpg,-1.0,1503.0,1525.0,1400.0,1429.0,3p,3264.0,2448.0,22.0,29.0,100
5768,photo-64.jpg,-1.0,1649.0,1697.0,1400.0,1444.0,V/,3264.0,2448.0,48.0,44.0,100
2113,photo-17.jpg,-1.0,1664.0,1802.0,1400.0,1430.0,E,3264.0,2448.0,138.0,30.0,100
3444,photo-34.jpg,-1.0,1552.0,1587.0,1399.0,1505.0,Qid Mix,3264.0,2448.0,35.0,106.0,100
8613,photo-99.jpg,-1.0,2121.0,2146.0,1399.0,1418.0,%,3264.0,2448.0,25.0,19.0,100
2302,photo-20.jpg,-1.0,2371.0,2755.0,1399.0,1423.0,E,3264.0,2448.0,384.0,24.0,100
1989,photo-16.jpg,-1.0,1030.0,1054.0,1398.0,1431.0,w,3264.0,2448.0,24.0,33.0,100
5120,photo-56.jpg,-1.0,1355.0,1390.0,1398.0,1477.0,MUD,3264.0,2448.0,35.0,79.0,100
5627,photo-62.jpg,-1.0,1381.0,1419.0,1398.0,1474.0,50pg.,3264.0,2448.0,38.0,76.0,100
3289,photo-31.jpg,-1.0,1541.0,1584.0,1398.0,1697.0,Mesculin tke Old Mix,3264.0,2448.0,43.0,299.0,100
8590,photo-99.jpg,-1.0,2245.0,2275.0,1398.0,1512.0,w/rocks,3264.0,2448.0,30.0,114.0,100
1981,photo-16.jpg,-1.0,1259.0,1314.0,1397.0,1426.0,&,3264.0,2448.0,55.0,29.0,100
2349,photo-20.jpg,-1.0,1561.0,1571.0,1397.0,1407.0,:,3264.0,2448.0,10.0,10.0,100
3028,photo-28.jpg,-1.0,1248.0,1288.0,1396.0,1654.0,Mandarins - Large,3264.0,2448.0,40.0,258.0,100
1970,photo-16.jpg,-1.0,1391.0,1431.0,1396.0,1425.0,y,3264.0,2448.0,40.0,29.0,100
4592,photo-49.jpg,-1.0,1410.0,1447.0,1396.0,1497.0,BARS,3264.0,2448.0,37.0,101.0,100
6256,photo-70.jpg,-1.0,1503.0,1545.0,1396.0,1509.0,(6x2k9),3264.0,2448.0,42.0,113.0,100
4005,photo-42.jpg,-1.0,1567.0,1599.0,1396.0,1518.0,MCCAIN,3264.0,2448.0,32.0,122.0,100
2574,photo-23.jpg,-1.0,1636.0,1693.0,1396.0,1424.0,(C,3264.0,2448.0,57.0,28.0,100
4797,photo-53.jpg,-1.0,1861.0,1897.0,1396.0,1589.0,VEGETABLE,3264.0,2448.0,36.0,193.0,100
2938,photo-26.jpg,-1.0,354.0,366.0,1395.0,1407.0,t,3264.0,2448.0,12.0,12.0,100
2919,photo-26.jpg,-1.0,1040.0,1065.0,1395.0,1428.0,A,3264.0,2448.0,25.0,33.0,100
7888,photo-94.jpg,-1.0,1081.0,1106.0,1395.0,1446.0,RED,3264.0,2448.0,25.0,51.0,100
7732,photo-92.jpg,-1.0,1164.0,1191.0,1395.0,1509.0,(8 0X3 SMM,3264.0,2448.0,27.0,114.0,100
1966,photo-16.jpg,-1.0,1443.0,1464.0,1395.0,1427.0,O,3264.0,2448.0,21.0,32.0,100
2934,photo-26.jpg,-1.0,395.0,406.0,1394.0,1406.0,B,3264.0,2448.0,11.0,12.0,100
3099,photo-29.jpg,-1.0,1357.0,1399.0,1394.0,1723.0,Pineapples Xlarge Each,3264.0,2448.0,42.0,329.0,100
2231,photo-19.jpg,-1.0,1471.0,1482.0,1393.0,1405.0,E,3264.0,2448.0,11.0,12.0,100
3490,photo-37.jpg,-1.0,1512.0,1543.0,1393.0,1462.0,W. A,3264.0,2448.0,31.0,69.0,100
5238,photo-58.jpg,-1.0,1543.0,1575.0,1393.0,1589.0,[Perfect Bite 50's,3264.0,2448.0,32.0,196.0,100
2501,photo-22.jpg,-1.0,1860.0,2246.0,1393.0,1422.0,E,3264.0,2448.0,386.0,29.0,100
2952,photo-26.jpg,-1.0,728.0,745.0,1392.0,1399.0,.,3264.0,2448.0,17.0,7.0,100
8152,photo-97.jpg,-1.0,986.0,1008.0,1392.0,1831.0,P09 i clu eens in Nagle oti mean o ( 28,3264.0,2448.0,22.0,439.0,100
6248,photo-70.jpg,-1.0,1554.0,1588.0,1392.0,1433.0,Sit,3264.0,2448.0,34.0,41.0,100
5071,photo-56.jpg,-1.0,1582.0,1595.0,1392.0,1405.0,:,3264.0,2448.0,13.0,13.0,100
2573,photo-23.jpg,-1.0,1705.0,1847.0,1392.0,1423.0,E,3264.0,2448.0,142.0,31.0,100
2342,photo-20.jpg,-1.0,1863.0,2355.0,1392.0,1432.0,E,3264.0,2448.0,492.0,40.0,100
7697,photo-91.jpg,-1.0,1174.0,1183.0,1391.0,1592.0,ec,3264.0,2448.0,9.0,201.0,100
320,photo-101.jpg,-1.0,1376.0,1402.0,1391.0,1457.0,CLIP,3264.0,2448.0,26.0,66.0,100
4252,photo-45.jpg,-1.0,1454.0,1485.0,1391.0,1513.0,EDGSLL,3264.0,2448.0,31.0,122.0,100
3922,photo-41.jpg,-1.0,1462.0,1492.0,1391.0,1475.0,MACS,3264.0,2448.0,30.0,84.0,100
1958,photo-16.jpg,-1.0,1673.0,1781.0,1391.0,1420.0,E,3264.0,2448.0,108.0,29.0,100
4214,photo-45.jpg,-1.0,1697.0,1727.0,1390.0,1493.0,PRIMA,3264.0,2448.0,30.0,103.0,100
2926,photo-26.jpg,-1.0,675.0,689.0,1389.0,1403.0,E,3264.0,2448.0,14.0,14.0,100
91,photo-1.jpg,-1.0,980.0,987.0,1389.0,2231.0,o ee e a t e,3264.0,2448.0,7.0,842.0,100
5150,photo-56.jpg,-1.0,1217.0,1252.0,1389.0,1477.0,WITH,3264.0,2448.0,35.0,88.0,100
2229,photo-19.jpg,-1.0,1627.0,1722.0,1389.0,1431.0,g,3264.0,2448.0,95.0,42.0,100
2228,photo-19.jpg,-1.0,1732.0,1792.0,1389.0,1429.0,2.,3264.0,2448.0,60.0,40.0,100
2434,photo-21.jpg,-1.0,1858.0,2234.0,1389.0,1405.0,E,3264.0,2448.0,376.0,16.0,100
2043,photo-17.jpg,-1.0,2354.0,2409.0,1389.0,1422.0,Fs,3264.0,2448.0,55.0,33.0,100
2041,photo-17.jpg,-1.0,2420.0,2514.0,1389.0,1417.0,E,3264.0,2448.0,94.0,28.0,100
1613,photo-112.jpg,-1.0,1411.0,1541.0,1388.0,1557.0,Qa,3264.0,2448.0,130.0,169.0,100
5890,photo-65.jpg,-1.0,1440.0,1480.0,1388.0,1466.0,50pg.,3264.0,2448.0,40.0,78.0,100
2227,photo-19.jpg,-1.0,1796.0,1807.0,1388.0,1399.0,:,3264.0,2448.0,11.0,11.0,100
2922,photo-26.jpg,-1.0,823.0,837.0,1387.0,1399.0,U,3264.0,2448.0,14.0,12.0,100
7403,photo-84.jpg,-1.0,1287.0,1293.0,1387.0,1602.0,Io os,3264.0,2448.0,6.0,215.0,100
4442,photo-47.jpg,-1.0,1288.0,1323.0,1387.0,1452.0,MIX,3264.0,2448.0,35.0,65.0,100
6224,photo-70.jpg,-1.0,1654.0,1694.0,1387.0,1444.0,1kg,3264.0,2448.0,40.0,57.0,100
2470,photo-21.jpg,-1.0,179.0,189.0,1386.0,1399.0,:,3264.0,2448.0,10.0,13.0,100
2612,photo-23.jpg,-1.0,743.0,756.0,1386.0,1423.0,2a,3264.0,2448.0,13.0,37.0,100
8541,photo-98.jpg,-1.0,1031.0,1051.0,1386.0,1808.0,o deal (Soe - oan en aet,3264.0,2448.0,20.0,422.0,100
2224,photo-19.jpg,-1.0,1912.0,1924.0,1386.0,1398.0,E,3264.0,2448.0,12.0,12.0,100
2640,photo-24.jpg,-1.0,2430.0,2440.0,1386.0,1396.0,:,3264.0,2448.0,10.0,10.0,100
2621,photo-23.jpg,-1.0,582.0,593.0,1385.0,1400.0,-,3264.0,2448.0,11.0,15.0,100
117,photo-100.jpg,-1.0,1159.0,1171.0,1385.0,1396.0,I,3264.0,2448.0,12.0,11.0,100
8799,photo-99.jpg,-1.0,1159.0,1185.0,1385.0,1460.0,HIC),3264.0,2448.0,26.0,75.0,100
124,photo-100.jpg,-1.0,1463.0,1489.0,1385.0,1454.0,CLIP,3264.0,2448.0,26.0,69.0,100
2038,photo-17.jpg,-1.0,2527.0,2696.0,1385.0,1417.0,E,3264.0,2448.0,169.0,32.0,100
2912,photo-26.jpg,-1.0,1140.0,1152.0,1384.0,1394.0,t,3264.0,2448.0,12.0,10.0,100
8750,photo-99.jpg,-1.0,1490.0,1516.0,1384.0,1466.0,26 OMM,3264.0,2448.0,26.0,82.0,100
2429,photo-21.jpg,-1.0,2374.0,2768.0,1384.0,1405.0,E,3264.0,2448.0,394.0,21.0,100
2957,photo-26.jpg,-1.0,235.0,247.0,1383.0,1395.0,E,3264.0,2448.0,12.0,12.0,100
2723,photo-24.jpg,-1.0,400.0,415.0,1383.0,1396.0,i,3264.0,2448.0,15.0,13.0,100
